"pid","assessed_value"
459,619176.448287816
460,638330.159372361
461,575864.383146594
462,509121.160189015
463,616057.141124424
464,536385.458694299
465,509706.950552845
466,623396.331216292
467,504809.901601782
468,540440.450448473
469,490114.744768545
470,613112.706039708
471,563857.215874511
472,519947.993647491
473,589747.088333396
474,557431.750057588
475,840450.25903955
476,599922.363833551
477,563857.215874511
478,510112.849484245
479,960550.658862652
480,493670.490074923
481,522479.232771838
482,492597.522191947
483,598739.700491643
484,545756.545971107
485,521525.214165125
486,471489.07311507
487,529015.557004478
488,861450.7117558
489,549792.779313812
490,484546.591837277
491,549367.916547618
492,1422326.65429552
493,586400.134951569
494,638538.872863385
495,544846.492533777
496,550150.008787029
497,607209.393453615
498,533001.532901715
499,608220.220790958
500,1195992.5402173
501,591345.044065995
502,579954.443108694
503,604892.698132232
504,401623.703827208
505,520159.238204108
506,517373.965534398
507,529777.058070038
508,467111.058722214
509,528089.81906854
510,596147.231368208
511,575715.845214356
512,541381.622041011
513,518887.234198283
514,501782.866567046
515,621817.429313661
516,518508.463807316
517,913787.609194692
518,718241.246040394
519,584832.808418492
520,816556.704731734
521,497993.181523118
522,1069206.25211183
523,506228.887574363
524,534336.907952258
525,522774.167367014
526,509480.42373788
527,751022.258063781
528,923429.975297623
529,503593.728983773
530,991553.121721374
531,787292.158091235
532,591080.952872177
533,517440.698767406
534,611202.738377886
535,527314.560385721
536,566732.819175997
537,514408.013865165
538,595600.92839534
539,490854.80638084
540,523082.988411572
541,545756.545971107
542,597086.605991514
543,663695.596222699
544,538809.57893142
545,495032.287125853
546,1362461.73287958
547,498141.704400628
548,529136.521459724
549,1170327.51668631
550,613222.771173376
551,480303.393115798
552,487978.377334097
553,534372.598102968
554,543527.621733358
555,578274.366251818
556,521709.750812287
557,555355.050112574
558,484379.378109365
559,622620.610144061
560,675116.10778775
561,521714.910237641
562,530937.74084797
563,1275894.92220135
564,761269.369473197
565,427403.390289307
566,516527.356219671
567,588251.440118202
568,506227.66747415
569,517275.694819285
570,506116.831144692
571,518941.912953802
572,456482.386504663
573,562545.349099986
574,449534.477809829
575,431068.008386888
576,636250.579738223
577,658467.632668867
578,555632.668015938
579,642945.22209425
580,623955.140004565
581,596189.569557708
582,620419.976745975
583,720339.632260596
584,814868.410388269
585,491920.343467074
586,1183978.75686323
587,597637.132931388
588,545563.05295225
589,549310.212874112
590,526336.916547342
591,766466.743126223
592,506541.084879777
593,558762.985152868
594,481547.673964789
595,589064.391508397
596,548171.102705238
597,541468.351164601
598,559386.972964659
599,795782.493135721
600,719926.651411912
601,565586.165992925
602,496047.176756305
603,545325.431592046
604,544202.094672308
605,508742.170127371
606,609900.281302597
607,493813.340043704
608,466944.086533096
609,594058.305038916
610,538543.974215287
611,550799.449925063
612,436829.183411767
613,605071.951900309
614,587920.339827365
615,522781.301131488
616,1053872.51737551
617,482086.329956462
618,547386.066776656
619,521305.316741451
620,520170.013477307
621,583823.698620573
622,497468.462029645
623,539250.353442549
624,567711.725858806
625,586324.239033617
626,581873.946837683
627,546559.997641212
628,524169.35107205
629,555369.621266918
630,482394.414259928
631,541360.644510522
632,586931.588356025
633,600436.618225766
634,491599.573127117
635,815513.946676883
636,499226.674962247
637,600748.563025338
638,582109.337141863
639,624379.214626839
640,784736.160862078
641,526999.292195423
642,564262.690015272
643,546971.751707438
644,596234.3183522
645,600106.134720666
646,592376.753296431
647,867899.278941697
648,539790.684064668
649,595839.828037138
650,822873.962585296
651,676979.034157347
652,633676.678808276
653,516964.116427469
654,556771.060520123
655,552623.222912112
656,586006.898588303
657,591548.206691407
658,551600.637008472
659,521709.750812287
660,796921.755592445
661,645920.890684116
662,579459.611485824
663,582040.222858397
664,696629.960546032
665,641185.950685508
666,606034.189945468
667,577650.938409655
668,564268.083197915
669,520785.787209775
670,574009.982923785
671,600909.899257671
672,576241.382864027
673,537432.367384929
674,609158.641450963
675,565057.397765856
676,602716.694294549
677,579228.860984773
678,714915.966775074
679,545782.569792406
680,713525.923897078
681,569693.299430356
682,845866.143393012
683,495848.463014101
684,479886.305833149
685,560762.484843674
686,1096484.97570967
687,444058.103488287
688,497657.183533804
689,643364.498743723
690,529536.877140018
691,547413.545479612
692,484445.1503076
693,544341.56767371
694,511489.109018858
695,640403.536241311
696,1223917.63097689
697,582574.605396891
698,882047.350441405
699,536712.436121132
700,576452.362388652
701,592361.671432558
702,638840.913514899
703,762679.399709941
704,594199.141724213
705,845245.90892984
706,458660.309690218
707,530640.744201351
708,777090.61403365
709,567862.038212745
710,572976.175210889
711,544897.835136447
712,1009352.2527901
713,579954.443108694
714,536581.528627957
715,516256.870485056
716,523714.591860383
717,586931.588356025
718,551804.52918959
719,594242.46269739
720,515307.394077013
721,586178.261262851
722,518508.463807316
723,527319.911097281
724,743135.950022542
725,829574.15025436
726,838559.47896947
727,492404.095316638
728,560313.044110074
729,579886.060572993
730,533308.363838558
731,491236.053183884
732,533338.243795363
733,762354.358630404
734,503866.015912064
735,600791.216314305
736,582351.684940872
737,532094.006891136
738,502895.586358438
739,591186.587779188
740,532916.226924277
741,534869.818507333
742,510767.587203013
743,463879.106087613
744,610402.249829178
745,662889.306236281
746,490854.455468924
747,675206.09116394
748,678353.20364726
749,541894.423653394
750,1084332.44388299
751,538597.653081792
752,570922.566536367
753,577645.60846481
754,673294.853804578
755,607985.38987969
756,500789.525113801
757,587850.236933482
758,543715.034321372
759,582509.775574882
760,457975.724903917
761,530904.835313472
762,518226.723485911
763,435065.321759982
764,527882.949221434
765,546008.606232243
766,588922.716650576
767,561159.478109468
768,544911.611466267
769,580330.056039337
770,565565.196106576
771,608001.710543696
772,563117.69070967
773,446001.044208199
774,462067.88978009
775,632298.66796795
776,980802.769722328
777,642581.164108515
778,527114.252237129
779,595600.92839534
780,972528.157372591
781,528898.452980515
782,686954.408315861
783,532741.666004455
784,1027802.46481441
785,496962.319186877
786,516552.626833431
787,499678.179668992
788,492703.270347932
789,657245.87808629
790,487922.624041231
791,491800.240371464
792,485113.552255539
793,538624.271920138
794,685913.923243907
795,540145.434935168
796,538532.432174134
797,740129.84111724
798,535913.745964022
799,561439.79306328
800,657666.830685656
801,527882.949221434
802,502560.055258519
803,1307352.23083483
804,595168.864093842
805,526083.034012284
806,490326.604330609
807,639876.922748157
808,689449.583684689
809,495780.250042719
810,566828.187790183
811,550018.341516769
812,518504.261761106
813,490252.806677209
814,594790.855230383
815,580109.082363843
816,617625.774311939
817,486188.153097038
818,582040.222858397
819,534333.758780589
820,512515.649196544
821,503888.27155296
822,524534.452634527
823,546688.801654762
824,523276.150822021
825,920015.343617343
826,672910.092607866
827,535709.691102424
828,558762.985152868
829,504827.436964572
830,912107.787639553
831,520331.425688574
832,1455063.65508826
833,507364.124276227
834,576360.241717326
835,563766.275832643
836,496855.811371602
837,598136.644732338
838,473819.675177988
839,498666.160835197
840,462193.127334921
841,626798.339183974
842,471245.593264589
843,563779.862981735
844,569908.873373954
845,499624.964647547
846,622787.072097124
847,553865.120600961
848,507962.138418342
849,493844.153844795
850,715618.70447621
851,568583.737657014
852,1353728.25021682
853,1532760.13019941
854,856211.853933027
855,655388.350456222
856,534342.176181996
857,553865.120600961
858,609492.661973978
859,503510.320916236
860,620596.731188327
861,617131.450110622
862,544948.832236321
863,605087.296729766
864,504514.410862125
865,1085150.00129606
866,579340.169794901
867,663988.362084119
868,542457.895172033
869,1021334.71556399
870,553010.998934328
871,481688.223564897
872,564991.250930981
873,600406.281016316
874,565550.930551663
875,800914.90389142
876,513291.656763892
877,576158.152394043
878,508464.673054727
879,692818.627477849
880,513333.466010489
881,568468.375633819
882,433169.133692431
883,558623.135574007
884,591087.388821921
885,618815.832552855
886,545227.963540016
887,548910.973407874
888,593918.477014834
889,568426.740361482
890,564862.157843561
891,429008.12314343
892,528042.587125846
893,432110.771695086
894,566029.256641098
895,537308.243673722
896,629151.886232641
897,717024.199195442
898,593430.950729168
899,832803.57695221
900,450080.10539729
901,604743.201855305
902,575616.539876524
903,619001.435438699
904,519961.194430104
905,603413.364941466
906,626273.671214066
907,601019.778407323
908,651314.444555154
909,429913.655539802
910,596060.713810031
911,575519.220323219
912,571149.189897334
913,547886.848222654
914,589448.78950478
915,469269.175047016
916,498348.330176553
917,495959.368696383
918,543204.917576221
919,713043.146966115
920,1361272.41441618
921,496831.765817199
922,486042.273180743
923,448244.463162422
924,584421.889343541
925,655943.879399118
926,548194.226742513
927,543022.449814667
928,478421.751994561
929,506122.480400291
930,799136.617259841
931,539227.251350418
932,631959.328193988
933,538944.257451233
934,455759.722616576
935,518614.229091336
936,614013.730473503
937,522570.798500751
938,860167.936862516
939,645573.547853239
940,513162.352576838
941,568779.700622574
942,640833.312216272
943,586308.070348585
944,534008.366472956
945,527580.368272324
946,982311.376501376
947,578452.127630931
948,587850.236933482
949,472384.32404224
950,482687.534114975
951,442060.630405354
952,618785.737512011
953,492053.450368662
954,440446.281167061
955,504486.439554479
956,845841.96822482
957,559447.966805392
958,572390.323307303
959,567931.500801418
960,599099.308134187
961,769897.306549935
962,528072.231708079
963,546496.387707745
964,601012.662850199
965,589604.74074195
966,812907.966944263
967,528283.938759601
968,758796.724827963
969,957600.704283736
970,903716.126261964
971,499924.557394951
972,560691.585792804
973,619065.781945519
974,627728.825360513
975,623378.749463628
976,597610.772767238
977,770373.025379497
978,558541.640091213
979,858069.88187647
980,603537.258643368
981,582509.775574882
982,529104.760452396
983,495857.043570831
984,585594.278317521
985,518212.973067658
986,438922.005911546
987,552217.310408901
988,793446.223132433
989,582509.775574882
990,592932.938518784
991,473969.438686328
992,625183.40681391
993,491483.956545492
994,393792.871835822
995,493840.592175066
996,510993.550703607
997,624627.806984639
998,618444.913931411
999,507962.138418342
1000,603801.851211163
1001,524521.650713497
1002,589102.149118493
1003,496452.141459136
1004,521953.213513678
1005,660901.721796378
1006,576231.425041963
1007,529487.850492302
1008,618999.988099791
1009,531151.204054869
1010,701556.279651474
1011,603125.971482914
1012,1036049.47606448
1013,562288.751903304
1014,527869.47444989
1015,508291.282273521
1016,566323.256264548
1017,514995.29514865
1018,571581.194436303
1019,613157.330095958
1020,539116.513203966
1021,414486.052782485
1022,505036.777775458
1023,820787.988680308
1024,815986.769099677
1025,1399113.47740365
1026,529780.02354971
1027,637370.603271727
1028,593637.129393863
1029,509394.998132309
1030,679140.599180537
1031,612598.614445075
1032,494762.073504445
1033,488872.823893035
1034,570036.860072611
1035,586026.296516409
1036,543803.857453846
1037,623005.815795615
1038,481331.99052349
1039,1054037.7402252
1040,680257.367676834
1041,592278.667136467
1042,547485.496089521
1043,661061.414546678
1044,525920.287728946
1045,540507.400098033
1046,522493.812293989
1047,622620.610144061
1048,541771.499884211
1049,595288.594116374
1050,529929.043993795
1051,605064.942591744
1052,510047.54870366
1053,509971.615246719
1054,487716.024379394
1055,664133.261020158
1056,671326.904127319
1057,564935.045764312
1058,673961.034132011
1059,567876.854244017
1060,574411.774283214
1061,515594.746193275
1062,498602.816582105
1063,474977.948095485
1064,547633.445603425
1065,550449.513583321
1066,517126.860973906
1067,1381226.12906833
1068,559714.007593925
1069,596752.877213343
1070,573837.218767249
1071,1036647.49421102
1072,642054.27350963
1073,516845.646404051
1074,508049.967025023
1075,594645.034692051
1076,582692.939225128
1077,641726.013109051
1078,536101.363294684
1079,515697.115986728
1080,650206.067865365
1081,413004.680237473
1082,558438.571286876
1083,509517.451267345
1084,496934.124055322
1085,505613.505133218
1086,596254.96682261
1087,697452.010494115
1088,479133.942919424
1089,630981.595540997
1090,606052.571875454
1091,839226.141338884
1092,544337.796317389
1093,573458.889605983
1094,594727.936977513
1095,544931.398523167
1096,846495.173834369
1097,461727.752111258
1098,507962.138418342
1099,594686.376278196
1100,534815.788062986
1101,495049.009449695
1102,595290.001012272
1103,517940.713515939
1104,509913.903724521
1105,463801.19541981
1106,520170.013477307
1107,539376.225584617
1108,435435.815051473
1109,510130.940291573
1110,491695.160019707
1111,531670.0468641
1112,640853.650608301
1113,594501.919601946
1114,576826.331017344
1115,578095.476981648
1116,559487.362286726
1117,679719.973551529
1118,475323.488519103
1119,453972.971768553
1120,548154.345998497
1121,574414.999357382
1122,480156.222938754
1123,569968.716376581
1124,593277.15680982
1125,566965.375076902
1126,641490.127545816
1127,443928.035557399
1128,572433.955640298
1129,517418.0141333
1130,525747.429800044
1131,638861.955761472
1132,528446.574113984
1133,518313.334787059
1134,614561.680824012
1135,651890.971879536
1136,468618.514242258
1137,464532.218127668
1138,533480.602880623
1139,546876.480026008
1140,575456.693110977
1141,634595.214093581
1142,522293.016906433
1143,763507.002719759
1144,886780.330262124
1145,488592.133386416
1146,522482.633357397
1147,514203.48475396
1148,496321.374715164
1149,572201.794840393
1150,611725.155223287
1151,1207128.44272589
1152,492085.873437621
1153,485956.40696391
1154,509404.47118073
1155,1117852.89039201
1156,489852.931259987
1157,526547.765062251
1158,837385.504438206
1159,1047282.69996788
1160,528042.587125846
1161,572081.508299441
1162,505244.791860429
1163,570597.006907309
1164,605170.684902371
1165,507294.905078456
1166,558762.985152868
1167,706336.635289613
1168,481331.99052349
1169,449152.481359714
1170,1359469.7027335
1171,909585.019164833
1172,555056.297622072
1173,584832.808418492
1174,1523634.51332788
1175,546356.498134128
1176,634448.493808554
1177,586324.239033617
1178,592087.059986771
1179,602313.433504838
1180,857483.242036016
1181,637720.617080378
1182,511519.810150687
1183,505013.730121899
1184,621372.704134101
1185,675119.426022353
1186,695639.665309147
1187,570166.144615944
1188,568426.740361482
1189,601907.430935788
1190,501076.086886033
1191,564216.237084799
1192,600106.134720666
1193,550878.824051989
1194,495205.227836586
1195,636401.442070373
1196,605710.989892327
1197,611641.47789397
1198,1243056.40109596
1199,583842.27043363
1200,937742.589578825
1201,600837.728693681
1202,507642.218879538
1203,481004.69413467
1204,499124.720280561
1205,510316.785306217
1206,601220.720731238
1207,620131.289191262
1208,586324.239033617
1209,612906.829806704
1210,754645.338161588
1211,598330.05665544
1212,556388.795764829
1213,618029.4876509
1214,553626.010900856
1215,510130.940291573
1216,566871.818899544
1217,469724.333987786
1218,533253.165336574
1219,604980.841920594
1220,516472.677464153
1221,500789.525113801
1222,587001.803566591
1223,593332.842463719
1224,537526.263739178
1225,509155.257532624
1226,759896.559918625
1227,610457.746103699
1228,652203.844446507
1229,431679.524451135
1230,543024.178007881
1231,539624.288638184
1232,945254.547327273
1233,498653.274830108
1234,596950.276051644
1235,579954.443108694
1236,484494.208487663
1237,568149.686261266
1238,520436.963819343
1239,604053.441639864
1240,493844.153844795
1241,575426.110499467
1242,907387.31539743
1243,409044.758552949
1244,505132.741472594
1245,509411.129863701
1246,741406.48288539
1247,543830.657484945
1248,643470.001458873
1249,710058.41221871
1250,579473.183281025
1251,834833.865043506
1252,605311.04959841
1253,947492.333651679
1254,618272.529738844
1255,613386.613698924
1256,660681.945475198
1257,426921.235136602
1258,592737.269705952
1259,553865.120600961
1260,481071.967027189
1261,589581.842236325
1262,516148.852420212
1263,563515.922415636
1264,1399753.6152708
1265,548046.808163705
1266,569737.278395392
1267,938529.594688575
1268,495446.807401788
1269,477331.71774614
1270,509913.903724521
1271,534008.366472956
1272,567086.917622842
1273,857900.564321839
1274,594950.581560664
1275,501067.750075776
1276,534016.404199424
1277,732786.754635504
1278,529815.430376028
1279,527299.900409216
1280,852900.470044401
1281,591468.177590332
1282,589309.431860721
1283,885619.322806874
1284,569787.238028878
1285,721975.921805749
1286,482852.59483979
1287,581562.292609133
1288,553414.486681538
1289,617090.440446499
1290,594566.974835589
1291,573927.397326069
1292,498786.327377475
1293,1098179.89749856
1294,703327.122260177
1295,506479.494367686
1296,506996.238837802
1297,886853.738067713
1298,602299.51607112
1299,489716.773083806
1300,504827.436964572
1301,638840.913514899
1302,600548.244724364
1303,637851.84099675
1304,539740.516361302
1305,615667.747852862
1306,515307.394077013
1307,916394.184512994
1308,667597.676649508
1309,676149.214891906
1310,610074.904383932
1311,1128933.7350318
1312,592600.589152914
1313,527114.252237129
1314,926953.995821656
1315,719301.483642
1316,535065.509041485
1317,503702.291609601
1318,594752.627329109
1319,492404.095316638
1320,578843.034343741
1321,829574.984623501
1322,612883.462490175
1323,649949.246110339
1324,604091.721711077
1325,942667.975693807
1326,566772.170580372
1327,545178.953554793
1328,669784.425508933
1329,581145.375075756
1330,604764.956788191
1331,549611.283380405
1332,482925.853345788
1333,560264.160654454
1334,511601.962629589
1335,566238.107595954
1336,560313.044110074
1337,693797.754246856
1338,422340.955238827
1339,609679.415543848
1340,631228.42822015
1341,503961.394278228
1342,496404.075012865
1343,538922.73343189
1344,511049.243468979
1345,601055.665046483
1346,542610.325759032
1347,594300.291248714
1348,481331.99052349
1349,532526.024383392
1350,850612.948888847
1351,581664.499537307
1352,501017.373316236
1353,567029.69991941
1354,801250.744124427
1355,513085.852107395
1356,483820.800900654
1357,499192.480342339
1358,495959.368696383
1359,511078.976309179
1360,735146.730952098
1361,568029.494676144
1362,625445.805311882
1363,606245.454684746
1364,623394.801547816
1365,605077.838593088
1366,585364.72276063
1367,566866.097404786
1368,559657.516162642
1369,430769.627223754
1370,617333.625705402
1371,561208.70080758
1372,568540.201352342
1373,1476285.15243135
1374,494133.045435052
1375,544912.319366891
1376,570021.071320455
1377,618229.211973963
1378,884112.252793942
1379,593529.321769011
1380,509592.582604193
1381,553356.996599451
1382,1101990.25619236
1383,560842.66806852
1384,548341.937404609
1385,579954.443108694
1386,501302.720463465
1387,484075.300348707
1388,530271.840135251
1389,513290.497844757
1390,505038.442771487
1391,630381.937959629
1392,523316.885338507
1393,544328.795665221
1394,1386735.76925708
1395,473992.694385052
1396,511561.843291948
1397,499079.060353737
1398,870385.93471951
1399,582692.939225128
1400,503702.291609601
1401,543370.6784017
1402,420629.303508318
1403,534008.366472956
1404,534921.855189232
1405,585089.924221269
1406,625701.688157317
1407,478332.494035638
1408,1246970.8360869
1409,523276.150822021
1410,527299.900409216
1411,539089.830818748
1412,702970.189805461
1413,625517.710958077
1414,701975.962244094
1415,470367.92750693
1416,582040.222858397
1417,650966.256610725
1418,505554.819719944
1419,558028.7085848
1420,586909.311626147
1421,566596.628787754
1422,755647.630411373
1423,588487.292240379
1424,501742.793205099
1425,572710.740952271
1426,540083.740849759
1427,607530.474200993
1428,661250.530608678
1429,572096.715757319
1430,648950.235122934
1431,528898.452980515
1432,705881.532329914
1433,530904.835313472
1434,630946.958839541
1435,512813.393027035
1436,594332.927353909
1437,933081.784646514
1438,606683.656118953
1439,431679.524451135
1440,573018.952225419
1441,459627.176750974
1442,588705.107587236
1443,580372.837275293
1444,534444.566132324
1445,491968.578984847
1446,553010.301879333
1447,1336061.74263467
1448,497012.618941141
1449,551121.629979307
1450,1266506.09134252
1451,629522.609070793
1452,473179.021930283
1453,763707.497393012
1454,722785.713255913
1455,515987.102814199
1456,678099.864511635
1457,599754.60885979
1458,606772.82764833
1459,604668.848646176
1460,504396.371202772
1461,546465.052144225
1462,589448.78950478
1463,559646.129545049
1464,584614.306136474
1465,450087.124807773
1466,552540.818385753
1467,527488.835761737
1468,554773.808884327
1469,604126.914456713
1470,438562.498339675
1471,509023.620717021
1472,603382.359444881
1473,738573.236703853
1474,509599.830709865
1475,1039389.56404066
1476,546203.002299681
1477,595148.644008401
1478,589448.78950478
1479,534747.012209305
1480,650757.032723932
1481,1218324.03999106
1482,506387.146105827
1483,586183.468219511
1484,473071.173712806
1485,523848.318999259
1486,529777.058070038
1487,514821.293451243
1488,577444.240581914
1489,559738.300051212
1490,542823.1181936
1491,532696.927960658
